0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
139461,NY,Herbarium,38332f87-91d6-4cbc-b380-0cb086d78edf,S,,180050,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Hieracium scabrum var. leucocaule,Fernald & H. St. John,,,,,,,,,,,0,H. St. John,1358,1913-09-11,1913,9,11,,,,,Sand dunes,,,,,,,,,,,,,,Canada,Nova Scotia,,,Sable Island,,43.983,-59.783,,,,,,,,,,,,,,,,,,,2004-01-13 00:00:00,© 2012 The New York Botanical Garden,The New York Botanical Garden; nybg.org,http://creativecommons.org/licenses/by-sa/3.0/us/,urn:uuid:6e467a32-b2a2-4901-a862-ad452bdba1d9,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=139461
554609,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/63b8885c-df02-4023-9f98-b3a6a662a154,barcode-00009037,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Hieracium scabrum var. leucocaule,Fernald & H. St. John,,,,,,,,,,,0,H. St. John,1358,1913-09-11,1913,9,11,254,,,,,,,,,,NotDetermined,,,,,,,,Canada,Nova Scotia,,,Sable Island,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:21:15,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3ceafae9-b71b-43b4-80ee-176405aff339,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554609
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
554050,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/396e652e-c4d0-4a72-869e-85923ed701c9,barcode-00003280,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Eupatorium leucolepis var. novae-angliae,Fernald,Eupatorium,leucolepis,var.,novae-angliae,,,,,,,0,M. L. Fernald & B. H. Long,10492,1913-08-26,1913,8,26,238,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Plymouth County,Lakeville,Damp sandy shore of Loon Pond,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:22:29,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:13abe978-9752-4894-80de-0b61885843d4,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554050
554264,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8aa4bc97-9a2e-4fb2-8027-8a072cafd8f2,barcode-00018729,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Eupatorium leucolepis var. novae-angliae,Fernald,Eupatorium,leucolepis,var.,novae-angliae,,,,,,,0,M. L. Fernald & B. H. Long,,1913-08-26,1913,8,26,238,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Plymouth County,Lakeville,Loon Pond,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:22:02,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:a693f74c-0f4d-4880-b992-7b0a4b4b5c6c,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554264
554799,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/78c79834-ae2e-4da3-9c19-5a4631aaebd5,barcode-00018728,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Eupatorium leucolepis var. novae-angliae,Fernald,Eupatorium,leucolepis,var.,novae-angliae,,,,,,,0,M. L. Fernald & B. H. Long,10492,1913-08-26,1913,8,26,238,,,,,,,,,,NotDetermined,,,,,,,,United States of America,Massachusetts,Plymouth County,Lakeville,Loon Pond,,,,,,,,,,,,,,,,,,,,,,2010-08-16 16:20:55,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:8ba4b663-5ce9-48aa-b05e-fec8085c9291,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=554799
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
600862,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0687ee40-be7c-4edb-b4f1-dc00362c3610,00553295,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago bicolor,L.,Solidago,bicolor,,,,,,,,,,"M. L. Fernald, Bayard Long, and G. S. Torrey; ",10514,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:b31047ed-9a51-4c59-b9e3-ecf53c1a8e55,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=600862
600863,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6ea3c6f4-4cf9-4640-a85e-d4fac25850b9,00553296,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Solidago bicolor,L.,Solidago,bicolor,,,,,,,,,,"M. L. Fernald, Bayard Long, and G. S. Torrey; ",10514,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:baea247c-199b-43c2-a90b-1a241e53f3e2,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=600863
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
605310,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/460d3e08-22c1-4e79-860f-5ac878b226c3,00564148,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Erigeron annuus,(L.) Pers.,Erigeron,annuus,,,,,,,,,,"M. L. Fernald, Bayard Long, and G. S. Torrey; ",10616,1913-09-13,1913,9,13,,,"September 13, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chelsea,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ab4f3a0f-11c6-4e04-88c7-a8ccfd0e62b6,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=605310
605311,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c8967e08-860d-4af0-a6d4-f21388867ccf,00564149,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Erigeron annuus,(L.) Pers.,Erigeron,annuus,,,,,,,,,,"M. L. Fernald, Bayard Long, and G. S. Torrey; ",10616,1913-09-13,1913,9,13,,,"September 13, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chelsea,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ae634077-75c3-49df-b44e-dbbd507fc99f,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=605311
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
609922,Harvard University,GH,eb3178a3-865c-4150-ae34-837bdec102ae,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8825fa88-b6dc-46b9-a80a-d2fc4c10feff,00574691,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum patens,(Aiton) G.L. Nesom,Symphyotrichum,patens,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10571,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chelsea,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:6f134a7a-2b2b-4beb-836c-71a0d4a5c184,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=609922
609923,Harvard University,NEBC,782226d7-6541-4570-8ff3-94d78e43e8f1,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/34fc5ac0-f894-4609-b0da-aa786074302c,00574692,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Symphyotrichum patens,(Aiton) G.L. Nesom,Symphyotrichum,patens,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10571,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chelsea,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:0bf9aa41-b752-4468-a9f5-70969135d890,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=609923
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
679439,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28d11419-ca19-449c-bcee-145af0e4d631,00531482,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Anthemis cotula,L.,Anthemis,cotula,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10695,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:22992cc6-ba1b-4b18-8aa5-334bae9a7466,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=679439
679443,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7c8ca0f2-2a2d-4214-9e2e-be3ef0a40ccc,00531485,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Anthemis cotula,L.,Anthemis,cotula,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10695,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:ba6b7ccf-cb67-46f5-a75b-fff10a25b825,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=679443
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
748055,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/42c6fa36-3ac1-46fb-8c1e-8a96dafa0c78,00655118,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Tanacetum vulgare f. crispum,(L.) Fernald,,,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10701,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,ella,2015-08-11 12:26:07,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:fd2152f0-bc55-4d8f-a865-d7fc86ed7791,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=748055
748056,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28b20653-ecba-4a39-ac31-905ed6b01e62,00655119,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Tanacetum vulgare f. crispum,(L.) Fernald,,,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,1701,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,ella,2015-08-11 12:26:07,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:f2eb0de6-d280-4dde-8dd8-3d42687d5f81,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=748056
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
751917,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/84e816ec-f4c1-441f-8094-c019864ff865,00735345,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Balsamita major,Desf.,Balsamita,major,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10700,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Shoreham,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:f741c7de-6bcd-4b47-b0b0-d4bea7d3d316,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=751917
751916,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0a129c98-50d9-4cd3-9aed-32e648c75c3d,00735344,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Balsamita major,Desf.,Balsamita,major,,,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10700,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Shoreham,,,,,,,,,,,,,,,,,,,,,Lian,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:3f1b118c-5698-4c1e-961e-122abeb55f8e,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=751916
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
778508,Harvard University,GH,urn:lsid:biocol.org:col:15631,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70339ab6-620e-4a0f-b864-a6301a0d4c9c,00684887,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Liatris scariosa var. novae-angliae,Lunell,Liatris,scariosa,var.,novae-angliae,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10506,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 President and Fellows of Harvard College,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:99363dd6-3d6c-47f9-9a4f-f2e6cb894220,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=778508
778507,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d6af2814-56cb-4e89-a8e9-ba9a98f4f8d1,00684886,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Liatris scariosa var. novae-angliae,Lunell,Liatris,scariosa,var.,novae-angliae,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10506,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:12cf4305-bd2e-4ab5-8eee-c1ff0f38b57e,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=778507
Possible duplications:,institutionCode,collectionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
778507,Harvard University,NEBC,urn:lsid:biocol.org:col:15868,PreservedSpecimen,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d6af2814-56cb-4e89-a8e9-ba9a98f4f8d1,00684886,,Chlorobionta,Charophyta,Equisetopsida,Asterales,Asteraceae,Liatris scariosa var. novae-angliae,Lunell,Liatris,scariosa,var.,novae-angliae,,,,,,,,M. L. Fernald; B. Long; G. S. Torrey,10506,1913-09-15,1913,9,15,,,"September 15, 1913",,,,,,,,,,,,,,,,United States of America,Rhode Island,,,Block Island,,,,,,,,,,,,,,,,,,,,,chris,2015-06-10 22:05:32,http://creativecommons.org/licenses/by-nc-sa/3.0/,© 2012 - 2014 New England Botanical Club,http://kiki.huh.harvard.edu/databases/addenda.html#policy,urn:uuid:12cf4305-bd2e-4ab5-8eee-c1ff0f38b57e,http://portal.neherbaria.org/portal/collections/individual/index.php?occid=778507
